,pagerank,eigenvector,bidirectional_links,reputaion
51169895,3.66E-08,0.000131091,0.603197674,0.709704641
51381838,4.08E-06,0,0.01897019,0.307692308
51465730,1.88E-06,0,0.286995516,0.256666667
51625730,1.72E-05,0,0.288825758,0.4
51738765,3.10E-06,0,0.253623188,0.313432836
51746937,9.35E-06,0,0.328402367,0.361661945
52220699,1.03E-05,0,0.424068768,0.545572917
52314977,2.15E-05,0,0.297658863,0.746179966
52385172,4.84E-06,0,0.109625668,0.342706503
52660118,5.38E-08,0.000103945,0.692307692,0.7299339
52929021,4.77E-05,0,0.569049951,0.657612341
53102055,1.44E-05,0,0.607669617,0.634698276
53114456,2.22E-05,0,0.654450262,0.826363636
53308462,9.67E-06,0,0.564784053,0.566282421
53375745,7.06E-06,0,0.23872679,0.435628743
53389180,2.71E-05,0,0.354048964,0.511049724
53414756,8.58E-07,0,0.235294118,0.5
54080533,1.30E-06,0,0.115606936,0.130653266
54125633,4.54E-05,0,0.815642458,0.722157548
54216535,4.06E-05,0,0.915938865,0.64496124
54252876,2.40E-06,0,0.275862069,0.455399061
54316606,1.17E-05,0,0.266857963,0.407312925
54552304,5.49E-08,0.000126683,0.33431085,0.367933272
54666401,1.15E-05,0,0.492366412,0.643051771
54671794,1.23E-05,0,0.134615385,0.237464522
54823083,9.98E-06,0,0.400462963,0.485101311
54864334,4.71E-06,0,0.285714286,0.631578947
55412037,1.13E-05,0,0.13078241,0.20876638
55431252,4.47E-06,0,0.357541899,0.506887052
55469952,8.94E-06,0,0.187919463,0.327617329
55486822,5.39E-08,7.33E-05,0.662828947,0.644028103
55550359,5.20E-06,0,0.160392799,0.257594168
55590832,,,0.401098901,0.472463768
55645968,5.90E-05,0,0.340888067,0.527844508
55752571,6.76E-06,0,0.386639676,0.359273671
55755826,9.41E-08,0.000618332,0.006313131,0.863259669
55769013,,,0.41503268,0.543283582
55886502,1.57E-06,0,0.142028986,0.154411765
55902052,9.56E-07,0,0.094936709,0.107344633
56032903,4.11E-05,0,0.550847458,0.56442953
56158032,,,0,0
56210449,,,0,0
56215804,1.11E-05,0,0.27257384,0.27699817
56249379,1.71E-06,0,0.139896373,0.151648352
56321548,9.12E-05,0,0.92,0.943109987
56337417,7.30E-06,0,0.070484581,0.304392237
56477010,1.68E-05,0,0.324968632,0.463299663
56554591,2.87E-08,0,0.461055276,0.521058965
56558463,1.37E-06,0,0.127795527,0.149456522
56558827,1.40E-06,0,0.138138138,0.143958869
56633760,,,0,1
56759836,9.32E-07,0,0.085227273,0.095115681
56838474,1.22E-06,0,0.096638655,0.093333333
56871535,1.52E-06,0,0.144970414,0.152882206
56931299,1.35E-06,0,0.123867069,0.14025974
57163060,1.47E-06,0,0.112171838,0.123430962
57333121,1.13E-06,0,0.100271003,0.108695652
57351732,,,0,0
57376225,4.19E-05,0,0.929906542,0.88946281
57549666,5.57E-06,0,0.389908257,0.511210762
57572464,,,0.725111441,0.529041288
57591732,9.08E-06,0,0.631578947,0.951282051
57791793,6.35E-06,0,0.309278351,0.572687225
58134552,3.70E-05,0,0.253542704,0.369171297
58292961,1.26E-05,0,0.385454545,0.383408072
58394645,2.81E-06,0,0.136645963,0.414545455
58442027,1.44E-06,0,0.128813559,0.164305949
58450507,1.28E-05,0,0.207823961,0.561629153
58789772,5.59E-06,0,0.367609254,0.369529984
58965654,6.03E-06,0,0.210095498,0.252040816
58983782,8.11E-08,0.001160098,0.280143971,0.372364458
59083826,3.20E-06,0,0.132110092,0.192592593
59104830,2.52E-05,0,0.420362903,0.511089207
59230786,1.19E-05,0,0.674321503,0.503112033
59689509,2.40E-06,0,0.666666667,0.571428571
59770627,1.82E-05,0,0.843434343,0.78891258
60266520,1.42E-05,0,0.322992701,0.518453427
60287101,1.76E-06,0,0.733333333,0.48630137
60295206,4.05E-06,0,0.208469055,0.346808511
60466160,3.77E-08,0.000109281,0.436749769,0.481818182
60490488,4.15E-08,0.000109281,0.433916424,0.652716841
60811341,3.74E-06,0,0.37037037,0.445747801
61099098,2.69E-05,0,0.759075908,0.548435171
61415912,1.20E-05,0,0.033317691,0.189117199
61728897,4.15E-08,0.000109281,0.236607143,0.317073171
61794519,7.12E-07,0,0.142857143,0.4
62364690,3.98E-08,0.000150349,0.942973523,0.814155942
62455773,,,0.020754717,0.116666667
62488487,,,0.025931929,0.230673317
62739096,1.00E-06,0,0.066666667,0.307692308
63195881,2.46E-05,0,0.915662651,0.5789177
63297174,3.66E-06,0,0.224932249,0.286266925
63501503,1.27E-06,0,0.20754717,0.242857143
63830658,,,0.269662921,0.347188264
64050052,2.74E-05,0,0.3625,0.452054795
64174539,1.52E-06,0,0.052238806,0.185410334
64254224,3.20E-08,9.74E-06,0.925566343,0.762672811
64310675,1.96E-06,0,0.1352657,0.158536585
64534012,2.33E-05,0,0.614512472,0.519607843
64653363,2.79E-06,0,0.078025478,0.082542001
64927043,3.37E-06,0,0.081765557,0.090190915
64965325,1.59E-05,0,0.219114219,0.336939722
64993626,2.59E-06,0,0.068849706,0.081018519
65300197,3.01E-06,0,0.071373753,0.085614035
65576451,3.08E-06,0,0,0
65984518,7.62E-06,0,0.529411765,0.549469965
66050763,3.84E-06,0,0.164658635,0.239694656
66177353,6.85E-08,0.000452902,0.960468521,0.690530131
66789784,4.64E-06,0,0.539325843,0.678700361
67004994,2.79E-06,0,0.111724138,0.134844869
67006908,1.34E-05,0,0.543046358,0.784285714
67044273,,,0,1
67242807,1.98E-06,0,0.13174946,0.14732965
67243343,2.35E-06,0,0.143396226,0.152
67250073,3.08E-06,0,0.153735632,0.15225335
67253599,9.89E-06,0,0.308641975,0.453932584
67313461,4.95E-08,0.000162414,0.989878543,0.646890636
67314915,1.96E-05,0,0.5975,0.668049793
67316906,4.95E-08,0.000162414,0.989858012,0.530922931
67367320,7.23E-06,0,0.417004049,0.544280443
67529607,1.55E-05,0,0.619469027,0.737209302
67530757,3.04E-05,0,0.393782383,0.564727109
67592923,2.35E-06,0,0.125,0.135135135
67609542,3.59E-06,0,0.242774566,0.219548872
67632331,4.95E-08,0.000162414,0.989858012,0.571676803
67636660,4.95E-08,0.000162414,0.989858012,0.54812099
67775431,1.36E-05,0,0.139320185,0.188627852
67849262,2.99E-05,0,0.097805876,0.313329928
67900288,4.49E-06,0,0.158730159,0.26744186
68079069,4.54E-07,0.000556847,0.32718894,0.402203857
68375375,2.18E-06,0,0.256198347,0.421052632
68406780,2.19E-05,0,0.787122208,0.541566265
68566691,6.06E-06,0,0.395604396,0.728358209
68915174,,,0.153976311,0.531138437
68923257,2.96E-06,0,0.251851852,0.228571429
68930667,4.84E-06,0,0.307843137,0.27864215
68972661,2.63E-05,0,0.692825112,0.546286877
69023395,4.97E-08,0.000567984,0.883775811,0.612305581
69201180,0.000122033,0,0.6526,0.5
69202294,5.42E-06,0,0.291808874,0.273853779
69218933,4.10E-06,0,0.266666667,0.252265861
69219253,4.23E-06,0,0.27831094,0.248196248
69310149,6.25E-06,0,0.283653846,0.54978355
69379288,8.58E-07,0,0.222222222,0.485714286
69499582,3.30E-06,0,0.205179283,0.210691824
69575984,3.34E-08,4.66E-05,0.251908397,0.282846715
69843045,3.56E-08,3.64E-05,0.117707267,0.171331637
69991603,1.93E-06,0,0.666666667,0.481481481
70142270,1.29E-05,0,0.299212598,0.408844065
70336602,6.96E-05,0,0.252465483,0.848882265
70557274,7.59E-06,0,0.634042553,0.568807339
70797051,4.95E-08,0.000106033,0.994598765,0.722662101
71074298,2.58E-05,0,0.847222222,0.936339523
71336448,5.10E-06,0,0.382566586,0.334943639
71543842,4.95E-08,7.38E-05,0.985915493,0.586005831
71722242,7.79E-06,0,0.985765125,0.527731092
71762592,3.77E-08,2.90E-05,0.173387097,0.589403974
71946353,4.95E-08,7.38E-05,0.985915493,0.553459119
71946774,4.95E-08,7.38E-05,0.985815603,0.552380952
71948079,4.95E-08,7.38E-05,0.985663082,0.524701874
71965722,4.95E-08,7.38E-05,0.985130112,0.535405872
71973010,4.95E-08,7.38E-05,0.98540146,0.520979021
71978714,4.59E-06,0,0.185185185,0.304347826
72060994,5.37E-06,0,0.185995624,0.323964497
72196532,2.01E-05,0,0.4075,0.672399672
72209962,4.95E-08,7.38E-05,0.98467433,0.519337017
72251507,,,0.222727273,0.429312581
72314098,2.05E-05,0,0.200854701,0.782325581
72497945,2.37E-06,0,0.145833333,0.152487961
72863207,5.62E-08,0.000678193,0.2924,0.5
73047988,1.27E-06,0,0.087336245,0.100196464
73237856,5.49E-06,0,0.255878285,0.236536431
73667093,1.23E-05,0,0.549098196,0.501
73689335,8.81E-06,0,0.263803681,0.305792164
73799359,4.18E-06,0,0.193478261,0.26984127
74207391,4.15E-06,0,0.150809717,0.146067416
74602378,1.91E-06,0,0.304347826,0.455621302
74707817,2.49E-06,0,0.29787234,0.417355372
74785094,2.25E-05,0,0.880952381,0.664974619
74861616,5.49E-06,0,0.167091837,0.221449851
75142736,2.59E-06,0,0.165085389,0.166139241
75506408,1.21E-05,0,0.084577114,0.381062356
75522479,6.03E-06,0,0.466898955,0.461538462
75528474,1.05E-07,0.001160098,0.006825939,0.944643869
75725093,3.30E-06,0,0.26342711,0.255238095
75737315,3.23E-06,0,0.246445498,0.236889693
75941893,0.000122033,0,0.148796499,0.916254352
76128745,4.13E-06,0,0.211428571,0.489795918
76982240,4.99E-08,0.001160098,0.338795732,0.395252362
77441233,3.77E-08,2.90E-05,0.369369369,0.831562974
77528520,3.41E-08,5.27E-05,0.0774,0.5
77558505,1.61E-05,0,0.557268722,0.591359136
77667232,2.40E-06,0,0.14732965,0.1515625
77954126,4.10E-08,0.000318795,0.571711177,0.831808351
78271006,3.45E-05,0,0.194734804,0.353603604
78466461,4.95E-08,0.000162414,0.989858012,0.518554688
78740551,1.30E-06,0,0.020757021,0.05862069
78967328,6.23E-06,0,0.525974026,0.451957295
79057935,6.71E-06,0,0,0
79081917,3.03E-06,0,0.195777351,0.190993789
79168933,2.24E-05,0,0.465517241,0.7593361
79328703,4.71E-06,0,0.261111111,0.514824798
79359790,3.13E-06,0,0.2,0.205834684
79894962,1.22E-05,0,0.348583878,0.520876827
80000814,5.98E-06,0,0.24137931,0.376344086
80119212,6.30E-08,0.000298377,0.977405858,0.656904967
80525033,2.86E-06,0,0.183127572,0.19269103
80546103,5.59E-06,0,0.284991568,0.279465371
80849401,1.18E-05,0,0.241579559,0.35889799
80976396,2.54E-05,0,0.765780731,0.633597079
80988429,1.79E-05,0,0.5,0.800657174
81056258,1.30E-05,0,0.513636364,0.378091873
81239268,5.05E-08,4.04E-05,0.654155496,0.887106538
81352611,1.05E-05,0,0.369109948,0.52955665
81393070,4.88E-06,0,0.257142857,0.535809019
81396875,2.40E-06,0,0.138279933,0.14057971
81437114,8.28E-06,0,0.0428051,0.235908142
81915249,2.87E-08,0,0.082881105,0.22810358
81959485,4.36E-08,8.75E-05,0.510295434,0.533806344
82017721,3.88E-05,0,0.605051665,0.645358306
82324675,1.28E-05,0,0.248148148,0.492003763
82841878,2.97E-05,0,0.877934272,0.850631136
82861813,6.23E-06,0,0.318181818,0.334210526
83285256,6.76E-06,0,0.526315789,0.509225092
83296294,2.87E-08,0,0.1122,0.5
83377628,1.08E-05,0,0.602564103,0.73693086
83390456,7.93E-06,0,0.63030303,0.662576687
83479877,6.85E-08,0.000452902,0.85483871,0.601102941
83585169,5.25E-08,0.000296521,0.378238342,0.605316973
83811813,4.54E-08,0.000442229,0.431737873,0.414188935
84214494,6.01E-06,0,0.128654971,0.587951807
84302853,,,0.17721519,0.357723577
84464758,5.57E-06,0,0.225806452,0.328034682
84482024,1.46E-05,0,0.052972561,0.187112763
84536856,2.87E-08,0,0.201005025,0.629595161
85058609,2.18E-06,0,0.262295082,0.327205882
85067793,2.87E-08,0,0.097826087,0.297709924
85193539,4.09E-08,0.000183063,0.542692677,0.555255298
85203320,1.06E-05,0,0.199754902,0.350318471
85677419,,,0.085271318,0.38277512
85782515,2.17E-05,0,0.71,0.815668203
85826876,,,0.354792561,0.299599198
85841150,1.67E-05,0,0.756929638,0.592173913
85850428,4.15E-08,0.000109281,0.020833333,0.023728814
86235989,5.31E-08,0,0.035714286,0.034482759
86303760,1.94E-05,0,0.196043165,0.5866171
86432824,6.52E-08,0.000328308,0.013623978,0.871991629
86525417,6.01E-06,0,0.285714286,0.396747967
86565348,5.52E-05,0,0.401691332,0.613877551
86626503,1.38E-05,0,0.202178353,0.280607248
86805382,2.86E-06,0,0.192307692,0.597938144
86878205,4.57E-06,0,0.072186837,0.282012195
87041753,5.44E-08,0.000133875,0.962882096,0.680836237
87334609,4.74E-06,0,0.098765432,0.445205479
87654715,2.71E-06,0,0.481132075,0.506976744
88101280,2.32E-05,0,0.644230769,0.820534944
88105950,8.94E-06,0,0.361001318,0.324733096
88243642,2.87E-08,0,0.453,0.5
88345204,2.18E-05,0,0.63760218,0.448948949
88515231,9.25E-06,0,0.518867925,0.780538302
88640630,5.55E-05,0,0.606896552,0.940082645
89237976,4.52E-06,0,0.211720227,0.258064516
89699349,6.67E-06,0,0,0.774928775
90229508,6.40E-06,0,0.079268293,0.443123939
90626911,3.92E-08,1.51E-05,0.421471173,0.372034956
91086879,0.000122033,0,0.642857143,0.991669972
91752355,1.66E-06,0,0.165048544,0.397660819
91866745,6.75E-08,0.000363807,0.294520548,0.675795707
91941346,5.38E-05,0,0.782642089,0.628636623
92855492,5.96E-06,0,0.062563068,0.196269262
92964993,0.000122033,0,0.785,0.5
92999280,1.09E-05,0,0.139465875,0.57287706
93127862,7.15E-06,0,0.087769784,0.296558704
93629172,1.40E-06,0,0.216216216,0.602150538
93821152,2.66E-06,0,0.51369863,0.42519685
93941188,4.95E-08,0.000902324,0.412280702,0.521008403
94735361,2.86E-05,0,0.689427313,0.72044335
94841494,2.59E-06,0,0.224137931,0.378571429
95463236,9.18E-06,0,0.164596273,0.537356322
95748016,1.47E-05,0,0.80876494,0.705399061
95754584,4.22E-08,0.000268447,0.961823966,0.757770357
96297290,3.68E-05,0,0.795138889,0.635596795
96319587,,,0.296296296,0.55186722
96352997,2.30E-05,0,0.656467316,0.567908654
96535088,9.24E-05,0,0.419523343,0.552911984
96815122,7.54E-06,0,0.072847682,0.67173913
96949557,1.47E-05,0,0.243111831,0.495502862
97451169,1.69E-05,0,0.469387755,0.779527559
97484136,,,0.24822695,0.766169154
98199469,1.95E-05,0,0.341232227,0.485365854
98596642,1.05E-05,0,0.846153846,0.569536424
99494968,1.36E-05,0,0.157423971,0.333333333
99716926,4.57E-06,0,0.588571429,0.516574586
100043740,1.75E-05,0,0.833333333,0.636687444
100120312,9.98E-05,0,0.490646259,0.77689243
100678199,,,0.789029536,0.852336449
100837759,4.04E-05,0,0.276349614,0.679835391
100933746,3.05E-06,0,0.226600985,0.379204893
101116311,4.86E-08,0.000318099,0.700598802,0.506646972
101119770,5.42E-06,0,0.599056604,0.51039261
101233985,1.27E-05,0,0.140376266,0.42892562
101249734,2.93E-05,0,0.281317108,0.461864407
101557278,2.40E-05,0,0.095607235,0.7191582
101669097,7.28E-05,0,0.573170732,0.900996076
101704239,4.03E-06,0,0.081545064,0.26031746
102034928,2.01E-06,0,0.111888112,0.361607143
102050811,6.96E-06,0,0.3598234,0.385345997
102377614,1.13E-05,0,0.204961607,0.214020427
102589750,3.73E-08,0.000274015,0.497409326,0.498701299
102834433,2.87E-08,0,0.135629709,0.143778802
102895387,9.32E-07,0,0.118811881,0.273381295
102934444,7.35E-05,0,0.991140642,0.769407559
102996866,4.52E-06,0,0.075275043,0.096284668
103087081,2.03E-06,0,0.196078431,0.445652174
103304208,9.80E-07,0,0.309278351,0.286764706
103562230,1.46E-05,0,0.690140845,0.677639047
103668192,1.21E-05,0,0,0
103954508,3.18E-06,0,0.13559322,0.686170213
104213670,0.000116592,0,0.558823529,0.965628791
104357710,5.25E-06,0,0.097153465,0.116939891
104465372,6.57E-06,0,0.259615385,0.30044843
104491100,1.74E-06,0,0.084269663,0.282258065
104770020,3.35E-06,0,0.288343558,0.294372294
104960620,1.93E-06,0,0.08249497,0.135652174
105128951,1.98E-06,0,0.241758242,0.467836257
105158846,1.23E-05,0,0.319526627,0.748885587
105318441,1.52E-05,0,0.175698802,0.261583825
105510362,2.69E-06,0,0.147286822,0.144562334
105768989,2.59E-05,0,0.388268156,0.747887324
105825351,0.000104416,0,0.858035071,0.507861449
105985931,3.77E-08,4.34E-05,0.128962923,0.194023387
106233605,3.01E-06,0,0.178217822,0.194577352
107218061,2.05E-06,0,0.122377622,0.126717557
107471115,4.75E-08,6.61E-05,0.492401216,0.841902931
107532977,3.69E-06,0,0.082698585,0.141121495
107719682,9.55E-06,0,0.303738318,0.476772616
107821380,7.10E-06,0,0.677902622,0.521505376
107991930,1.61E-06,0,0.27480916,0.331632653
108135829,2.80E-05,0,0.789215686,0.652272727
108148833,7.20E-06,0,0.1003861,0.274509804
108544977,4.64E-06,0,0.578125,0.747035573
108557681,4.33E-08,0.000421812,0.439903846,0.902598923
108701807,3.17E-05,0,0.546391753,0.549408784
109028436,4.95E-08,7.38E-05,0.984790875,0.521818182
109139576,1.42E-07,0.000854064,0.762042389,0.828088771
109514123,1.85E-05,0,0.25,0.538461538
109577056,6.87E-05,0,0.855072464,0.976296805
110087402,8.69E-06,0,0.246753247,0.698630137
110122113,1.12E-05,0,0.569230769,0.539007092
110177863,2.87E-08,0,0.288548753,0.460550459
110273768,4.51E-08,0.000139444,0.559,0.5
110857330,2.87E-08,0,0.352487136,0.33862734
110928853,0.000122033,0,0.258181818,0.947867299
111354131,2.40E-06,0,0.0625,0.302180685
112295272,2.69E-05,0,0.843137255,0.915352697
112745297,4.40E-08,0.000851048,0.438,0.5
112850038,2.83E-05,0,0.74049217,0.722014925
113231814,4.25E-05,0,0.282809612,0.762719298
113487244,4.27E-06,0,0.461077844,0.51026393
113971060,1.25E-06,0,0.060728745,0.165540541
114016831,1.27E-05,0,0.165311653,0.319188192
114370111,7.71E-06,0,0.2734375,0.71040724
114910555,6.08E-06,0,0.705583756,0.557303371
115785153,7.57E-06,0,0.365853659,0.601941748
116324299,8.41E-05,0,0.674292743,0.459009848
116356889,4.04E-08,6.15E-05,0,0.9948269
116537112,6.77E-05,0,0.392372881,0.701794289
117343076,7.61E-07,0,0.012875536,0.114068441
117463248,,,0.146579805,0.254854369
118241739,,,0.873417722,0.469255295
118386377,7.67E-06,0,0.715867159,0.53516295
118620257,1.02E-05,0,0.619760479,0.554666667
119065059,7.89E-06,0,0.218181818,0.394124847
119112245,3.81E-06,0,0.239215686,0.37804878
119235283,0.000122033,0,0.9066,0.5
119597866,0.000122033,0,0.294264339,0.92575449
119670279,2.87E-08,0,0.6074,0.5
119702452,0.000122033,0,0.394050343,0.695894224
120082878,1.54E-06,0,0.06870229,0.321243523
120833703,1.89E-05,0,0.389290883,0.534052596
121080165,8.64E-06,0,0.417910448,0.567741935
121122678,2.64E-06,0,0.115646259,0.196721311
121268938,1.21E-07,0.000320419,0.724109362,0.654748284
121386907,1.53E-05,0,0.616302187,0.554078014
121683806,2.30E-06,0,0.277777778,0.319587629
121905658,1.96E-06,0,0.040816327,0.620155039
121976265,1.39E-05,0,0.336565097,0.439875873
122047987,2.83E-06,0,0.209003215,0.271662763
122185782,8.15E-06,0,0.947674419,0.659405941
123209387,1.64E-06,0,0.43902439,0.61682243
123582130,1.44E-06,0,0.191304348,0.335260116
124063096,6.84E-06,0,0.171755725,0.261971831
124112471,6.54E-05,0,0.056497175,0.519953506
124359379,1.77E-05,0,0.423173804,0.64490161
124439362,1.03E-05,0,0.138734739,0.318456884
124646986,8.14E-05,0,0.083333333,0.978842198
125300190,0.00010017,0,0.771498771,0.501775003
125541841,,,0.078512397,0.209150327
125584035,5.90E-08,0.000267519,0.604519774,0.668539326
125853306,8.24E-08,0.000658936,0.575757576,0.672224193
125950650,3.46E-05,0,0.940667491,0.636404494
126550479,9.86E-06,0,0.113259669,0.52617801
126921664,1.15E-05,0,0.231034483,0.619422572
126967628,5.91E-06,0,0.621052632,0.458174905
127109283,4.45E-06,0,0.361445783,0.520231214
127686814,1.72E-05,0,0.793499044,0.574104235
127895572,8.42E-06,0,0.327935223,0.58277027
128058566,6.37E-06,0,0.124661247,0.122681883
128143965,1.03E-06,0,0.089285714,0.196172249
128909018,1.04E-05,0,0.112463768,0.196927374
129013638,5.10E-08,7.91E-05,0.339805825,0.369387755
129190421,1.54E-05,0,0.79558011,0.536293766
129586152,3.91E-06,0,0.251028807,0.395522388
129966627,4.95E-08,0.000128075,0.747159091,0.509749304
130424630,4.01E-08,0.000328076,0.30751604,0.658368561
130705183,3.29E-05,0,0.649762282,0.680668016
130862744,2.74E-06,0,0.297297297,0.6
131043638,8.10E-07,0,0.222222222,0.470588235
131273125,4.23E-06,0,0.14,0.632352941
131756896,4.09E-08,0.000183063,0.154017857,0.280898876
132348922,1.07E-05,0,0.746987952,0.515186916
132569641,2.87E-08,0,0.107692308,0.144736842
132897398,4.86E-08,0.000318099,0.35915493,0.537459283
134172658,2.28E-05,0,0.186906019,0.248412698
135176594,1.46E-05,0,0.663636364,0.732034105
135192904,7.52E-05,0,0.53021978,0.809971287
135525784,1.42E-05,0,0.285420945,0.54315197
135580279,4.37E-06,0,0.230314961,0.26055313
135640383,3.93E-06,0,0.030955585,0.178097345
135805452,6.93E-06,0,0.831578947,0.75
136173007,3.00E-05,0,0.927516779,0.622210953
136245387,1.78E-05,0,0.073593074,0.75962539
136799314,2.05E-06,0,0.113095238,0.2
138153345,2.87E-08,0,0.438072906,0.322599278
138472981,3.49E-06,0,0.187739464,0.35235732
138492664,,,0.176265271,0.897182846
138637933,3.76E-08,6.59E-05,0.932245302,0.622126705
139956067,9.42E-06,0,0.329218107,0.613057325
140018040,4.32E-06,0,0.256,0.584717608
140033231,1.03E-05,0,0.745283019,0.799242424
140138671,5.84E-06,0,0.158208955,0.416376307
140288349,4.32E-05,0,0.244274809,0.490979739
140356430,4.42E-05,0,0.797546012,0.917510121
140717029,2.87E-08,0,0.335849057,0.411764706
141223622,2.01E-06,0,0.174273859,0.253869969
141456533,5.04E-08,7.98E-05,0.957089552,0.618776671
141528557,4.59E-06,0,0.52016129,0.428571429
141883652,4.59E-05,0,0.997474747,0.703592814
143217021,8.28E-06,0,0.272727273,0.417487685
143397448,4.08E-06,0,0.412556054,0.426735219
143405692,2.85E-05,0,0.6325,0.744735163
143409569,0.000122033,0,0.066350711,0.922168941
143687056,4.95E-08,0.000249189,0.6218,0.5
144774872,5.06E-06,0,0.243589744,0.570247934
144973093,,,0.334801762,0.382032668
144976887,3.12E-05,0,0.382228491,0.643718593
145583439,5.62E-06,0,0.059210526,0.429643527
146532407,4.95E-08,0.000534805,0.883333333,0.630917358
146570170,5.42E-06,0,0.12,0.277638191
147630373,2.83E-06,0,0.085427136,0.366242038
147900782,4.32E-06,0,0.108988764,0.165103189
148022818,1.17E-05,0,0.175542406,0.486322188
148061189,1.00E-05,0,0.201936376,0.221324717
148404674,2.02E-05,0,0.174273859,0.631498471
148536610,7.52E-06,0,0.224209078,0.296905222
149038171,4.30E-06,0,0.150326797,0.536363636
149245813,4.10E-06,0,0.23125,0.342915811
149421076,7.96E-05,0,0.748538012,0.826703826
149512577,5.43E-05,0,0.277760783,0.405420153
149587895,4.23E-06,0,0.050660793,0.2736
149723283,4.62E-08,0.000770305,0.901087519,0.602019786
150183040,5.84E-06,0,0.564013841,0.450570342
150993495,1.15E-05,0,0.709770115,0.574572127
151289371,0.000122033,0,0.089893914,0.736268591
151969817,7.52E-06,0,0.34375,0.51758794
152077459,3.86E-06,0,0.484848485,0.826315789
152194153,1.30E-05,0,0.586813187,0.538539554
152644666,2.87E-08,0,0.458791209,0.728965004
152774141,1.83E-05,0,0.120192308,0.782881002
153162975,7.79E-06,0,0.495844875,0.46989721
153288354,9.18E-06,0,0.397727273,0.809935205
153324815,5.58E-08,9.42E-05,0.987534626,0.823039216
153439655,6.01E-06,0,0.416452442,0.387401575
155097464,5.28E-08,0.000319955,0.734573947,0.830426839
156039467,7.64E-08,0.000580745,0.126064736,0.707814833
156049671,1.44E-05,0,0.771618625,0.567178503
156162429,1.04E-05,0,0.423192771,0.390266299
156507082,3.25E-05,0,0.64683053,0.630850048
156751025,1.47E-05,0,0.300591716,0.26233086
157029836,4.90E-05,0,0.951612903,0.669773635
157158598,4.44E-05,0,0.171802773,0.41200453
157809852,3.66E-06,0,0.102439024,0.420903955
157899996,1.95E-05,0,0.339125225,0.322371092
157900625,,,0.695913462,0.602863962
157959714,3.08E-05,0,0,0
157982762,3.13E-06,0,0.162561576,0.384848485
158038746,3.55E-05,0,0.503619442,0.429498525
158169328,,,0.375611927,0.375833333
158821864,3.40E-06,0,0.234899329,0.484429066
159209237,2.87E-08,0,0.084349098,0.157007809
159691975,0.000104269,0,0.762562814,0.728466655
160139625,4.91E-06,0,0.614814815,0.597014925
161096641,2.22E-05,0,0.436065574,0.748764415
161634919,5.56E-08,0.001160098,0.4086,0.5
161662393,2.30E-06,0,0.084507042,0.128240109
162018954,1.01E-05,0,0.254250386,0.241055718
162663466,5.45E-06,0,0.189189189,0.300944669
164074870,4.86E-06,0,0.24,0.441964286
164284493,4.11E-05,0,0.994165694,0.662598425
164303126,2.49E-05,0,0.869354839,0.621720561
164380206,3.42E-05,0,0.623217923,0.588777219
164940888,0.00011769,0,0.904255319,0.980859295
164983683,6.15E-06,0,0.081690141,0.262720665
165277911,1.85E-05,0,0.877926421,0.55899705
165952010,3.81E-08,0.00021949,0.17699115,0.272011453
166046142,1.30E-06,0,0.121495327,0.327044025
166211662,1.41E-05,0,0.524115756,0.648190045
166723169,9.11E-05,0,0.680636853,0.475757948
167099444,2.05E-07,0.00083643,0.501265823,0.627709708
167639858,,,0.56097561,0.481012658
167848621,8.85E-05,0,0.459574468,0.794849411
169035705,2.30E-06,0,0.303797468,0.368
169035707,4.36E-08,8.75E-05,0.29535865,0.333333333
169194549,8.67E-08,0.001160098,0.055813953,0.958772771
169325249,2.05E-05,0,0.743482795,0.465738162
169476725,5.46E-08,0.000317403,0.58071066,0.618611255
169779207,1.66E-06,0,0.042857143,0.326923077
170166775,0.000122033,0,0.30804077,0.84990651
170185613,3.72E-05,0,0.903703704,0.850663717
170217521,0.000122033,0,0.174418605,0.983090838
170554164,3.26E-08,8.89E-05,0.146776406,0.547486034
170745775,3.84E-06,0,0.325670498,0.374100719
170923442,5.37E-06,0,0.288,0.637681159
171691600,7.01E-06,0,0.441176471,0.808450704
172207449,8.81E-06,0,0.283621838,0.323423423
172229393,2.05E-05,0,0.761980831,0.572112098
174256925,3.08E-06,0,0.211678832,0.311557789
174354016,2.83E-06,0,0.061674009,0.144472362
174430412,8.30E-06,0,0.165079365,0.519083969
175048691,1.72E-05,0,0.396282528,0.343261719
175108392,4.30E-06,0,0.078502415,0.178571429
175251304,1.76E-05,0,0.326641346,0.282320872
175335285,5.91E-06,0,0.513661202,0.569411765
175418591,0.000122033,0,0.596579477,0.834167501
176387861,3.28E-05,0,0.421641791,0.713215623
176469051,2.76E-06,0,0.6015625,0.462184874
177455411,4.02E-08,0.00027912,0.88989899,0.716332378
177804013,0.000122033,0,0.6966,0.5
177906959,4.35E-06,0,0.125,0.294509151
177963867,5.82E-05,0,0.797391304,0.674681754
178165647,4.24E-05,0,0.819512195,0.739075095
178629201,1.20E-06,0,0.116071429,0.176470588
178748878,,,0.302409639,0.32244898
180917373,4.95E-08,0.001160098,0.748888889,0.545913219
181191283,1.15E-05,0,0.469512195,0.588972431
181191549,8.15E-06,0,0.703592814,0.499250375
181896104,1.76E-05,0,0.529737206,0.498960499
182211050,3.27E-06,0,0.436170213,0.585903084
182276961,1.57E-06,0,0.086956522,0.402597403
